u1,u2,n_groups,n_venues,weight_idf
510,1442,1,1,0.16504
218,289,1,1,0.16504
198,1168,1,1,0.16504
459,1152,1,1,0.16504
76,459,1,1,0.16504
430,589,1,1,0.16504
280,1614,1,1,0.16504
4,1129,1,1,0.16504
4,956,1,1,0.16504
377,1043,1,1,0.16504
112,312,1,1,0.16504
103,430,1,1,0.16504
956,1129,1,1,0.16504
1586,1620,1,1,0.16504
926,1586,1,1,0.16504
679,1620,1,1,0.16504
679,1586,1,1,0.16504
679,926,1,1,0.16504
459,1038,1,1,0.16504
1136,1532,1,1,0.16504
280,1632,1,1,0.16504
926,1620,1,1,0.16504
189,874,1,1,0.161812
196,1444,1,1,0.161812
92,1444,1,1,0.161812
92,196,1,1,0.161812
561,952,1,1,0.161812
54,1444,1,1,0.161812
1036,1168,1,1,0.161812
321,1001,1,1,0.161812
561,754,1,1,0.161812
142,1488,1,1,0.161812
321,424,1,1,0.161812
638,1630,1,1,0.161812
587,1105,1,1,0.161812
347,1036,1,1,0.161812
107,1105,1,1,0.161812
40,249,1,1,0.161812
790,1131,1,1,0.161812
117,1488,1,1,0.161812
209,687,1,1,0.161812
88,223,1,1,0.161812
107,1480,1,1,0.161812
1165,1480,1,1,0.161812
455,608,1,1,0.161812
293,1633,1,1,0.161812
512,687,1,1,0.161812
209,512,1,1,0.161812
117,670,1,1,0.161812
140,312,1,1,0.161812
312,1110,1,1,0.161812
287,1633,1,1,0.161812
5,1633,1,1,0.161812
117,176,1,1,0.161812
274,539,1,1,0.161812
107,587,1,1,0.161812
240,796,1,1,0.161812
144,883,1,1,0.161812
1393,1414,1,1,0.161812
967,1393,1,1,0.161812
952,1393,1,1,0.161812
952,1617,1,1,0.161812
327,1141,1,1,0.161812
430,828,1,1,0.161812
445,510,1,1,0.161812
788,847,1,1,0.161812
642,1497,1,1,0.161812
608,1497,1,1,0.161812
608,642,1,1,0.161812
190,390,1,1,0.161812
190,1485,1,1,0.161812
473,923,1,1,0.161812
502,883,1,1,0.161812
502,1617,1,1,0.161812
1206,1506,1,1,0.161812
97,1506,1,1,0.161812
1499,1633,1,1,0.161812
284,1247,1,1,0.161812
284,408,1,1,0.161812
250,1633,1,1,0.161812
380,1268,1,1,0.161812
95,1268,1,1,0.161812
95,380,1,1,0.161812
34,849,1,1,0.161812
967,1414,1,1,0.161812
239,1612,1,1,0.161812
987,1292,1,1,0.161812
276,927,1,1,0.161812
1524,1633,1,1,0.161812
839,1357,1,1,0.161812
800,1172,1,1,0.161812
309,1346,1,1,0.161812
116,1346,1,1,0.161812
116,309,1,1,0.161812
216,1564,1,1,0.161812
1564,1633,1,1,0.161812
216,1633,1,1,0.161812
800,990,1,1,0.161812
879,1570,1,1,0.161812
879,1277,1,1,0.161812
249,1442,1,1,0.161812
152,793,1,1,0.161812
73,152,1,1,0.161812
793,990,1,1,0.161812
73,990,1,1,0.161812
247,990,1,1,0.161812
253,300,1,1,0.161812
496,608,1,1,0.161812
116,608,1,1,0.161812
116,496,1,1,0.161812
250,475,1,1,0.161812
330,445,1,1,0.161812
151,152,1,1,0.161812
53,1128,1,1,0.161812
507,633,1,1,0.161812
34,295,1,1,0.161812
967,1633,1,1,0.161812
182,390,1,1,0.161812
182,280,1,1,0.161812
107,182,1,1,0.161812
34,325,1,1,0.161812
385,1104,1,1,0.161812
654,1178,1,1,0.161812
258,1178,1,1,0.161812
258,654,1,1,0.161812
883,1424,1,1,0.161812
773,1104,1,1,0.161812
330,630,1,1,0.161812
303,630,1,1,0.161812
303,330,1,1,0.161812
40,303,1,1,0.161812
193,1084,1,1,0.161812
1081,1532,1,1,0.161812
925,1532,1,1,0.161812
925,1572,1,1,0.161812
1547,1572,1,1,0.161812
330,685,1,1,0.161812
259,1054,1,1,0.161812
976,1633,1,1,0.161812
740,960,1,1,0.161812
134,654,1,1,0.161812
276,399,1,1,0.161812
280,649,1,1,0.161812
280,754,1,1,0.161812
280,967,1,1,0.161812
265,1633,1,1,0.161812
445,1633,1,1,0.161812
445,967,1,1,0.161812
601,649,1,1,0.161812
347,649,1,1,0.161812
347,601,1,1,0.161812
123,649,1,1,0.161812
123,601,1,1,0.161812
123,347,1,1,0.161812
1226,1285,1,1,0.161812
276,1620,1,1,0.161812
111,276,1,1,0.161812
265,1088,1,1,0.161812
390,649,1,1,0.161812
583,1633,1,1,0.161812
196,642,1,1,0.161812
547,1114,1,1,0.161812
261,1076,1,1,0.161812
925,1255,1,1,0.161812
107,550,1,1,0.161812
49,550,1,1,0.161812
49,107,1,1,0.161812
754,967,1,1,0.161812
649,967,1,1,0.161812
390,967,1,1,0.161812
1075,1279,1,1,0.161812
186,1075,1,1,0.161812
520,530,1,1,0.161812
445,903,1,1,0.161812
510,844,1,1,0.161812
689,911,1,1,0.161812
196,911,1,1,0.161812
196,689,1,1,0.161812
828,1633,1,1,0.161812
48,323,1,1,0.161812
459,1488,1,1,0.161812
128,459,1,1,0.161812
49,1480,1,1,0.161812
916,1633,1,1,0.161812
151,682,1,1,0.161812
650,682,1,1,0.161812
649,1424,1,1,0.161812
4,445,1,1,0.161812
21,447,1,1,0.161812
4,1104,1,1,0.161812
369,734,1,1,0.161812
530,650,1,1,0.161812
649,1546,1,1,0.161812
254,765,1,1,0.161812
182,1633,1,1,0.161812
182,1133,1,1,0.161812
1633,1644,1,1,0.161812
1133,1644,1,1,0.161812
1147,1591,1,1,0.161812
117,883,1,1,0.161812
510,1110,1,1,0.161812
5,67,1,1,0.161812
41,1533,1,1,0.161812
198,390,1,1,0.161812
186,711,1,1,0.161812
198,723,1,1,0.161812
293,1002,1,1,0.161812
872,1633,1,1,0.161812
1434,1602,1,1,0.161812
181,849,1,1,0.161812
67,1544,1,1,0.161812
0,98,1,1,0.161812
197,294,1,1,0.161812
312,739,1,1,0.161812
430,1222,1,1,0.161812
5,602,1,1,0.161812
479,589,1,1,0.161812
0,245,1,1,0.161812
76,1633,1,1,0.161812
161,704,1,1,0.161812
134,294,1,1,0.161812
186,564,1,1,0.161812
44,1209,1,1,0.161812
300,1155,1,1,0.161812
4,1165,1,1,0.161812
67,1633,1,1,0.161812
67,602,1,1,0.161812
674,903,1,1,0.161812
445,674,1,1,0.161812
301,1279,1,1,0.161812
1602,1633,1,1,0.161812
17,649,1,1,0.161812
195,1633,1,1,0.161812
6,595,1,1,0.161812
445,1338,1,1,0.161812
1539,1617,1,1,0.161812
46,1617,1,1,0.161812
632,1539,1,1,0.161812
46,632,1,1,0.161812
104,1538,1,1,0.161812
100,1538,1,1,0.161812
100,104,1,1,0.161812
301,806,1,1,0.161812
259,1488,1,1,0.161812
186,1159,1,1,0.161812
226,1159,1,1,0.161812
567,1619,1,1,0.161812
595,942,1,1,0.161812
678,1196,1,1,0.161812
116,1081,1,1,0.161812
259,1004,1,1,0.161812
116,1004,1,1,0.161812
116,259,1,1,0.161812
276,1635,1,1,0.161812
1279,1620,1,1,0.161812
301,1620,1,1,0.161812
17,1524,1,1,0.161812
649,1524,1,1,0.161812
97,308,1,1,0.161812
430,624,1,1,0.161812
697,1249,1,1,0.161812
44,991,1,1,0.161812
291,1031,1,1,0.161812
1200,1424,1,1,0.161812
209,369,1,1,0.161812
933,1647,1,1,0.161812
209,1143,1,1,0.161812
34,239,1,1,0.161812
15,239,1,1,0.161812
15,34,1,1,0.161812
239,280,1,1,0.161812
364,1488,1,1,0.161812
627,1620,1,1,0.161812
872,999,1,1,0.161812
951,1633,1,1,0.161812
156,465,1,1,0.161812
642,652,1,1,0.161812
1348,1556,1,1,0.161812
279,1088,1,1,0.161812
729,1556,1,1,0.161812
313,362,1,1,0.161812
135,362,1,1,0.161812
135,313,1,1,0.161812
47,1016,1,1,0.161812
408,1247,1,1,0.161812
